INDV,O(HOM),E(HOM),N_SITES,F,O(HET),Prop,Species,Chrom,SEXO
S21204_Hssara_L5,2355611,2282073.7,2516086,0.31425,160475,0.063779616,H.sara,Chr11,Male
S21229_Haanti_L5,2311000,2168862.4,2386943,0.65177,75943,0.031816009,H.antiochus,Chr11,Male
S21234_Haanti_L2,2331185,2188711.8,2408941,0.64693,77756,0.032278084,H.antiochus,Chr11,Female
S2172__Hsmagd_L5,2373688,2304065.2,2540806,0.29409,167118,0.065773617,H.sara,Chr11,Male
S2852__Heprim_L2,2306503,2132347.7,2345343,0.81765,38840,0.016560478,H.eleuchia,Chr11,Male
S29_US_Hsmagd_L2,2287932,2322119.4,2561124,-0.14304,273192,0.106668791,H.sara,Chr11,Male
S3106__Heeleu_L2,2240618,2046189.3,2249336,0.95709,8718,0.00387581,H.eleuchia,Chr11,Male
S337_1_Haanti_L2,2327093,2182904.5,2402577,0.65638,75484,0.031417932,H.antiochus,Chr11,Male
S33_US_Hlpseu_L5,2357345,2192497.1,2415399,0.73955,58054,0.024034952,H.leucadia,Chr11,Male
S3533__Hsmagd_L5,2406487,2303468.8,2540329,0.43493,133842,0.052686876,H.sara,Chr11,Male
S40203_Hccong_L2,2341204,2153045.7,2368808,0.87206,27604,0.011653118,H.congener,Chr11,Male
S40219_Hssara_L7,2357617,2284388.3,2518694,0.31253,161077,0.063952588,H.sara,Chr11,Male
S40343_Heprim_L2,2308658,2136345.8,2350015,0.80644,41357,0.017598611,H.eleuchia,Chr11,Male
S4096__Haanti_L5,2323446,2182791.1,2402379,0.64054,78933,0.032856181,H.antiochus,Chr11,Female
S4097__Haanti_L5,2325348,2183942,2403812,0.64313,78464,0.032641488,H.antiochus,Chr11,Male
S4346__Hsmagd_L5,2349613,2275393.7,2508766,0.31803,159153,0.063438758,H.sara,Chr11,Female
S4704__Hselek_L5,2428269,2286068.6,2520796,0.60581,92527,0.036705469,H.sara,Chr11,Male
S4895__Hasnov_L2,2348933,2195882.3,2417160,0.69167,68227,0.0282261,H.antiochus,Chr11,Female
S4897__Haaran_L2,2318414,2176113.8,2394884,0.65046,76470,0.031930565,H.antiochus,Chr11,Male
S534_U_Heeleu_L5,2355563,2181607.5,2401030,0.79279,45467,0.018936456,H.eleuchia,Chr11,Male
S5_USD_Hssara_L7,2338511,2263965.1,2495895,0.32142,157384,0.06305714,H.sara,Chr11,Male
S857_U_Heeleu_L2,2358655,2151306.9,2366821,0.96211,8166,0.003450198,H.eleuchia,Chr11,Female
S8970__Heeleu_L2,2321736,2147257.8,2362224,0.81165,40488,0.01713978,H.eleuchia,Chr11,Female
S8_USD_Hssara_L7,2357550,2284919.5,2519263,0.30993,161713,0.064190599,H.sara,Chr11,Male
S9556__Haaran_L2,2329744,2164643.5,2382101,0.75923,52357,0.021979337,H.antiochus,Chr11,Female
A2458__Heeleu_L2,3459670,3182280.2,3471689,0.95847,12019,0.003462004,H.eleuchia,Chr12,Male
A2790__Hssaph_L2,3509980,3273439.9,3572758,0.79026,62778,0.017571299,H.sapho,Chr12,Male
A28_US_Hasnov_L2,3476562,3219634.8,3512817,0.87634,36255,0.010320777,H.congener,Chr12,Male
A3154__Heeleu_L2,3519290,3237553,3533021,0.95353,13731,0.003886476,H.eleuchia,Chr12,Male
A323_U_Hasnov_L2,3468206,3249398.3,3546444,0.73661,78238,0.022060971,H.antiochus,Chr12,Female
A3491__Hschoc_L3,3458117,3229995.1,3524239,0.77528,66122,0.018762065,H.sapho,Chr12,Female
A3497__Hschoc,3498709,3269001.5,3567943,0.7684,69234,0.019404458,H.sapho,Chr12,Male
A3501__Hschoc_L2,3477780,3249244.1,3545764,0.77073,67984,0.019173301,H.sapho,Chr12,Male
A3646__Heeleu_L2,3411474,3176033.3,3465290,0.81395,53816,0.015530013,H.eleuchia,Chr12,Male
A3740__Hcaqui_L2,3555311,3291135.9,3592901,0.87543,37590,0.010462298,H.congener,Chr12,Male
A3837__Hcaqui_L2,3538115,3269171.2,3568308,0.89907,30193,0.008461433,H.congener,Chr12,Male
A3856__Hsspru_L1,3555166,3452948.7,3776590,0.31584,221424,0.058630669,H.sara,Chr12,Female
A3858__Hsspru_L1,3599401,3441861.5,3764198,0.48874,164797,0.043780109,H.sara,Chr12,Female
A3861__Hsspru_L1,3598034,3439305.9,3761422,0.49277,163388,0.043437828,H.sara,Chr12,Female
A3900__Hsmagd_L1,3591163,3437021.9,3758904,0.47887,167741,0.044624976,H.sara,Chr12,Female
A4016__Hlleuc,3504455,3280750.4,3584214,0.73717,79759,0.022252857,H.leucadia,Chr12,Female
A4121__Hssara_L1,3537017,3420218.7,3739818,0.36545,202801,0.054227505,H.sara,Chr12,Male
A4272__Hssara_L1,3521463,3405442.3,3723425,0.36486,201962,0.054240921,H.sara,Chr12,Male
A4278__Hcaqui_L2,3515527,3255250.8,3552612,0.87529,37085,0.010438798,H.congener,Chr12,Male
A4340__Hsmagd_L1,3514753,3397681.3,3714714,0.36927,199961,0.053829447,H.sara,Chr12,Male
A4343__Hssara_L1,3526133,3408308.3,3726529,0.37026,200396,0.053775511,H.sara,Chr12,Female
A4489__Hssara_L1,3533753,3417242.7,3736576,0.36485,202823,0.054280443,H.sara,Chr12,Male
A4534__Hsbrev_L2,3603584,3448698.1,3771784,0.4794,168200,0.044594282,H.sara,Chr12,Female
A4538__Hsbrev_L2,3594537,3442359.2,3764705,0.47209,170168,0.045200886,H.sara,Chr12,Male
A4678__Hselek_L2,3636206,3417425.5,3737013,0.68457,100807,0.026975287,H.sara,Chr12,Female
A4680__Hselek_L6,3613030,3396520.2,3714033,0.68189,101003,0.027194966,H.sara,Chr12,Male
A4683__Hselek_L2,3623359,3407862.4,3726527,0.67625,103168,0.027684758,H.sara,Chr12,Female
A4749__Heeleu,3450185,3212789.8,3505218,0.81181,55033,0.015700307,H.eleuchia,Chr12,Female
D3_USD_Hvenez_L1,3452480,3177358.6,3467278,0.94896,14798,0.004267901,H.hewitsoni,Chr12,Male
D5208__Hvenez_L1,3349451,3133569.8,3419187,0.75584,69736,0.020395492,H.antiochus,Chr12,Male
D5211__Hvenez_L1,3515000,3378743.4,3694355,0.43172,179355,0.048548393,H.sara,Chr12,Male
D5213__Hvenez_L1,3423027,3201858.2,3494755,0.75511,71728,0.020524472,H.antiochus,Chr12,Male
D5221__Hvenez_L1,3368790,3157807.8,3445699,0.73285,76909,0.02232029,H.antiochus,Chr12,Female
D5248__Hvenez_L1,3545512,3392493.5,3709827,0.4822,164315,0.044291823,H.sara,Chr12,Female
D5253__Hvenez_L1,3386064,3150317.8,3437509,0.82087,51445,0.014965779,H.antiochus,Chr12,Male
D5259__Hvenez_L1,3407386,3190527.2,3481805,0.74451,74419,0.021373684,H.antiochus,Chr12,Male
D5270__Hvenez_L1,3374634,3182370.4,3472894,0.66178,98260,0.028293406,H.antiochus,Chr12,Male
D5273__Hvenez_L1,3345832,3152279.4,3438899,0.67529,93067,0.027063022,H.antiochus,Chr12,Female
D5276__Hvenez_L1,3374296,3181856.2,3472091,0.66305,97795,0.028166024,H.antiochus,Chr12,Female
D6_USD_Hvenez_L1,3398167,3122666.3,3406248,0.9715,8081,0.002372405,H.hewitsoni,Chr12,Female
D7_USD_Hvenez_L1,3390676,3118424.7,3401373,0.96219,10697,0.003144906,H.hewitsoni,Chr12,Male
R_1163_Hasnov_L8,3417437,3214486.5,3507711,0.69213,90274,0.025735872,H.antiochus,Chr12,Male
R_15_D_Hssara_L1,3487242,3365708.6,3679198,0.38768,191956,0.052173327,H.sara,Chr12,Male
R_16_D_Hssara_L1,3493625,3375101.6,3689684,0.37676,196059,0.053137071,H.sara,Chr12,Male
R_2794_Hssaph_L7,3391993,3171438.1,3458924,0.76719,66931,0.019350237,H.sapho,Chr12,Female
R_31_D_Hsmagd_L1,3573518,3419245.2,3739237,0.48211,165719,0.044318935,H.sara,Chr12,Male
R_32_D_Hsmagd_L2,3577085,3421698.4,3741837,0.48537,164752,0.044029711,H.sara,Chr12,Male
R_3467_Hssara_L1,3486634,3365089.3,3678687,0.38758,192053,0.052206942,H.sara,Chr12,Male
R_3510_Hschoc_L8,3423456,3194375.9,3484599,0.78932,61143,0.017546639,H.sapho,Chr12,Female
R_3511_Hschoc_L2,3426630,3200123.7,3490772,0.77931,64142,0.018374732,H.sapho,Chr12,Male
R_35_D_Hssara_L1,3489289,3368171.4,3681925,0.38603,192636,0.052319371,H.sara,Chr12,Female
R_36_D_Hssara_L8,3432446,3424175.3,3743750,0.02588,311304,0.083152988,H.sara,Chr12,Female
R_3751_Hssara_L8,3504359,3387110.5,3702914,0.37127,198555,0.053621283,H.sara,Chr12,Female
R_37_D_Hssara_L2,3415277,3411762.9,3729825,0.01105,314548,0.084333179,H.sara,Chr12,Female
R_4134_Hsmagd_L7,3519003,3399891.7,3717225,0.37535,198222,0.053325263,H.sara,Chr12,Male
R_4186_Hsmagd_L8,3555217,3400987.1,3719045,0.48491,163828,0.044051094,H.sara,Chr12,Male
R_4187_Hsmagd_L1,3580924,3427472.3,3748379,0.47818,167455,0.044673978,H.sara,Chr12,Male
R_4510_Hssaph_L8,3468750,3246212.5,3542320,0.75154,73570,0.020768875,H.sapho,Chr12,Female
R_4590_Hsspru_L2,3567691,3411156,3730306,0.49047,162615,0.043592938,H.sara,Chr12,Male
R_4591_Hsspru_L1,3549362,3393717.1,3711039,0.4905,161677,0.043566505,H.sara,Chr12,Male
R_4597_Hsspru_L7,3570927,3416608.1,3736366,0.48261,165439,0.04427805,H.sara,Chr12,Female
R_4864_Heeleu_L7,3430166,3193166.9,3483486,0.81634,53320,0.015306506,H.eleuchia,Chr12,Female
R_4871_Heeleu_L8,3392877,3159087.8,3445323,0.81677,52446,0.015222375,H.eleuchia,Chr12,Male
R_5074_Haaran_L7,3407126,3191859,3482680,0.7402,75554,0.021694213,H.antiochus,Chr12,Female
R_5091_Hssaph_L8,3447739,3225272.1,3518994,0.75741,71255,0.020248685,H.sapho,Chr12,Female
R_5092_Hssaph_L1,3454484,3242955.7,3538501,0.71572,84017,0.02374367,H.sapho,Chr12,Female
R_5237_Hssaph_L3,3408614,3190203.7,3480352,0.75275,71738,0.020612283,H.sapho,Chr12,Male
R_5314_Hssaph_L3,3420590,3200462.2,3491974,0.75512,71384,0.020442306,H.sapho,Chr12,Female
R_5324_Hssaph_L3,3437506,3217613.6,3510647,0.7504,73141,0.020834051,H.sapho,Chr12,Male
R_806__Hccong_L1,3456705,3198086.1,3489240,0.88825,32535,0.00932438,H.congener,Chr12,Female
R_807__Hccong_L1,3436566,3180959.7,3470251,0.88356,33685,0.009706791,H.congener,Chr12,Male
R_808__Hccong_L1,3422429,3166467.6,3453989,0.89023,31560,0.009137261,H.congener,Chr12,Male
R_812__Hssara_L3,3494118,3373389.5,3687899,0.38386,193781,0.052545094,H.sara,Chr12,Female
R_820__Hssara_L3,3511569,3386869.1,3702852,0.39464,191283,0.051658289,H.sara,Chr12,Male
R_828__Hssara_L3,3502830,3373798.3,3688391,0.41015,185561,0.050309471,H.sara,Chr12,Male
R_831__Hccong_L7,3306398,3069702.7,3344647,0.86088,38249,0.011435885,H.congener,Chr12,Female
R_869__Heprim_L3,3306929,3075065.1,3352541,0.83562,45612,0.013605203,H.eleuchia,Chr12,Male
R_870__Heprim_L3,3371264,3133596.6,3417764,0.83636,46500,0.013605386,H.eleuchia,Chr12,Female
R_871__Hsspru_L3,3568396,3410365,3729292,0.49551,160896,0.043143846,H.sara,Chr12,Male
R_886__Hsspru_L3,3575518,3419266.9,3739204,0.48838,163686,0.043775627,H.sara,Chr12,Male
R_887__Heprim_L3,3270399,3042013.1,3316076,0.83333,45677,0.013774413,H.eleuchia,Chr12,Female
R_888__Heprim_L3,3304152,3072657.8,3350082,0.83444,45930,0.013710112,H.eleuchia,Chr12,Male
S1053__Hssara_L7,3529439,3412609.7,3731371,0.36651,201932,0.054117374,H.sara,Chr12,Male
S12_US_Hssara_L7,3525127,3408783.4,3727136,0.36546,202009,0.054199525,H.sara,Chr12,Female
S1_USD_Hssara_L7,3518668,3402212.1,3719937,0.36653,201269,0.054105486,H.sara,Chr12,Male
S2083__Heeleu_L2,3526200,3240576,3536764,0.96433,10564,0.002986911,H.eleuchia,Chr12,Male
S21203_Haanti_L5,3471492,3277051.8,3577799,0.64652,106307,0.02971296,H.antiochus,Chr12,Female
S21204_Hssara_L5,3525285,3406227.5,3724382,0.37421,199097,0.053457728,H.sara,Chr12,Male
S21229_Haanti_L5,3449599,3256555,3555116,0.64658,105517,0.029680325,H.antiochus,Chr12,Male
S21234_Haanti_L2,3468674,3272967.8,3573220,0.65181,104546,0.029258204,H.antiochus,Chr12,Female
S2172__Hsmagd_L5,3547648,3434640.2,3756070,0.35158,208422,0.055489381,H.sara,Chr12,Male
S2852__Heprim_L2,3447759,3206124.7,3498236,0.8272,50477,0.014429272,H.eleuchia,Chr12,Male
S29_US_Hsmagd_L2,3441581,3466979.9,3792039,-0.07814,350458,0.092419408,H.sara,Chr12,Male
S3106__Heeleu_L2,3351494,3083816.9,3363155,0.95825,11661,0.00346728,H.eleuchia,Chr12,Male
S337_1_Haanti_L2,3463055,3267303.4,3567015,0.65313,103960,0.029144817,H.antiochus,Chr12,Male
S33_US_Hlpseu_L5,3513253,3283798,3587915,0.7545,74662,0.0208093,H.leucadia,Chr12,Male
S3533__Hsmagd_L5,3595869,3442929.5,3765460,0.47419,169591,0.045038588,H.sara,Chr12,Male
S40203_Hccong_L2,3489381,3232208.3,3527542,0.87079,38161,0.010818014,H.congener,Chr12,Male
S40219_Hssara_L7,3527626,3411022.5,3729627,0.36598,202001,0.05416118,H.sara,Chr12,Male
S40343_Heprim_L2,3446306,3205223.5,3497482,0.82489,51176,0.014632241,H.eleuchia,Chr12,Male
S4096__Haanti_L5,3465000,3269204.4,3569133,0.65281,104133,0.029175993,H.antiochus,Chr12,Female
S4097__Haanti_L5,3466208,3272331.4,3572886,0.64506,106678,0.029857656,H.antiochus,Chr12,Male
S4346__Hsmagd_L5,3513371,3394003,3710743,0.37686,197372,0.053189348,H.sara,Chr12,Female
S4704__Hselek_L5,3632680,3411063,3730130,0.69458,97450,0.026125095,H.sara,Chr12,Male
S4895__Hasnov_L2,3492735,3286444.4,3588168,0.68371,95433,0.026596581,H.antiochus,Chr12,Female
S4897__Haaran_L2,3459954,3249163,3546737,0.70836,86783,0.024468406,H.antiochus,Chr12,Male
S534_U_Heeleu_L5,3505996,3265486.5,3564700,0.80381,58704,0.016468146,H.eleuchia,Chr12,Male
S5_USD_Hssara_L7,3499566,3382872.2,3698427,0.36981,198861,0.053769075,H.sara,Chr12,Male
S857_U_Heeleu_L2,3511954,3226683.1,3521422,0.96788,9468,0.002688687,H.eleuchia,Chr12,Female
S8970__Heeleu_L2,3460596,3220814.1,3514724,0.81583,54128,0.015400356,H.eleuchia,Chr12,Female
S8_USD_Hssara_L7,3522093,3403935.1,3721743,0.37179,199650,0.05364422,H.sara,Chr12,Male
S9556__Haaran_L2,3468980,3239784.9,3536250,0.77309,67270,0.019022976,H.antiochus,Chr12,Female
A2458__Heeleu_L2,3956600,3647377.4,3971000,0.9555,14400,0.003626291,H.eleuchia,Chr13,Male
A2790__Hssaph_L2,4002818,3751156.9,4085712,0.75223,82894,0.020288753,H.sapho,Chr13,Male
A28_US_Hasnov_L2,3975733,3688882.6,4016568,0.87538,40835,0.01016664,H.congener,Chr13,Male
A3154__Heeleu_L2,4023467,3709204.3,4039199,0.95233,15732,0.003894832,H.eleuchia,Chr13,Male
A323_U_Hasnov_L2,3986255,3739864.8,4073606,0.73827,87351,0.021443164,H.antiochus,Chr13,Female
A3491__Hschoc_L3,3954615,3697621.6,4026227,0.78207,71612,0.017786379,H.sapho,Chr13,Female
A3497__Hschoc,4002182,3743969.9,4077983,0.77306,75801,0.018587866,H.sapho,Chr13,Male
A3501__Hschoc_L2,3982012,3723913.1,4055452,0.77849,73440,0.018108956,H.sapho,Chr13,Male
A3646__Heeleu_L2,3883122,3619134.6,3940162,0.82232,57040,0.014476562,H.eleuchia,Chr13,Male
A3740__Hcaqui_L2,4060327,3765099.8,4101720,0.87703,41393,0.01009162,H.congener,Chr13,Male
A3837__Hcaqui_L2,4040891,3736935.9,4070471,0.91131,29580,0.007266972,H.congener,Chr13,Male
A3856__Hsspru_L1,4060505,3952348.7,4313496,0.29948,252991,0.058651034,H.sara,Chr13,Female
A3858__Hsspru_L1,4127691,3930859.4,4289769,0.54842,162078,0.037782454,H.sara,Chr13,Female
A3861__Hsspru_L1,4121404,3934446.2,4293823,0.52023,172419,0.040155125,H.sara,Chr13,Female
A3900__Hsmagd_L1,4109014,3936024.8,4295503,0.48122,186489,0.043414939,H.sara,Chr13,Female
A4016__Hlleuc,4014341,3763534.2,4103240,0.73831,88899,0.021665562,H.leucadia,Chr13,Female
A4121__Hssara_L1,4051496,3920050.5,4277329,0.36791,225833,0.052797669,H.sara,Chr13,Male
A4272__Hssara_L1,4032511,3898570.7,4253504,0.37737,220993,0.051955517,H.sara,Chr13,Male
A4278__Hcaqui_L2,4018825,3726453.4,4058495,0.88053,39670,0.009774559,H.congener,Chr13,Male
A4340__Hsmagd_L1,4025741,3894817.6,4249494,0.36913,223753,0.052654034,H.sara,Chr13,Male
A4343__Hssara_L1,4037025,3905695.8,4261514,0.36909,224489,0.052678227,H.sara,Chr13,Female
A4489__Hssara_L1,4050722,3919404.5,4276602,0.36763,225880,0.052817634,H.sara,Chr13,Male
A4534__Hsbrev_L2,4120263,3946645.8,4307174,0.48156,186911,0.043395275,H.sara,Chr13,Female
A4538__Hsbrev_L2,4120373,3944294.3,4304698,0.48856,184325,0.042819496,H.sara,Chr13,Male
A4678__Hselek_L2,4158658,3917151.1,4274633,0.67558,115975,0.027130984,H.sara,Chr13,Female
A4680__Hselek_L6,4136143,3892073.3,4247078,0.68751,110935,0.026120311,H.sara,Chr13,Male
A4683__Hselek_L2,4143033,3906530.1,4262975,0.6635,119942,0.02813575,H.sara,Chr13,Female
A4749__Heeleu,3949679,3683438.4,4010493,0.81406,60814,0.015163722,H.eleuchia,Chr13,Female
D3_USD_Hvenez_L1,3944302,3636976.7,3960331,0.95043,16029,0.004047389,H.hewitsoni,Chr13,Male
D5208__Hvenez_L1,3857922,3616907.3,3938633,0.74913,80711,0.020492135,H.antiochus,Chr13,Male
D5211__Hvenez_L1,3977419,3851491.3,4201739,0.35954,224320,0.053387419,H.sara,Chr13,Male
D5213__Hvenez_L1,3934344,3689331.8,4018735,0.74381,84391,0.020999394,H.antiochus,Chr13,Male
D5221__Hvenez_L1,3872809,3635580.4,3959008,0.73348,86199,0.021772878,H.antiochus,Chr13,Female
D5248__Hvenez_L1,4068189,3896210.3,4251644,0.48386,183455,0.043149191,H.sara,Chr13,Female
D5253__Hvenez_L1,3898560,3634719.9,3958349,0.81525,59789,0.01510453,H.antiochus,Chr13,Male
D5259__Hvenez_L1,3917545,3674452.9,4001947,0.74228,84402,0.021090234,H.antiochus,Chr13,Male
D5270__Hvenez_L1,3879665,3663826.3,3990498,0.66072,110833,0.027774228,H.antiochus,Chr13,Male
D5273__Hvenez_L1,3850312,3634981,3957471,0.66771,107159,0.027077646,H.antiochus,Chr13,Female
D5276__Hvenez_L1,3882444,3665628.9,3991946,0.66443,109502,0.027430732,H.antiochus,Chr13,Female
D6_USD_Hvenez_L1,3883133,3573452.6,3889796,0.97894,6663,0.001712943,H.hewitsoni,Chr13,Female
D7_USD_Hvenez_L1,3879570,3572939,3888816,0.97073,9246,0.002377587,H.hewitsoni,Chr13,Male
R_1163_Hasnov_L8,3926479,3698870.6,4028418,0.69067,101939,0.025304971,H.antiochus,Chr13,Male
R_15_D_Hssara_L1,3996629,3861252.6,4212151,0.3858,215522,0.051166732,H.sara,Chr13,Male
R_16_D_Hssara_L1,4004328,3870213.9,4222095,0.38113,217767,0.051577949,H.sara,Chr13,Male
R_2794_Hssaph_L7,3884488,3632803.8,3954128,0.78327,69640,0.017611974,H.sapho,Chr13,Female
R_31_D_Hsmagd_L1,4095006,3919932,4277854,0.48914,182848,0.042742927,H.sara,Chr13,Male
R_32_D_Hsmagd_L2,4095517,3922181.6,4280230,0.48411,184713,0.043154924,H.sara,Chr13,Male
R_3467_Hssara_L1,3995079,3862886.9,4214088,0.3764,219009,0.051970676,H.sara,Chr13,Male
R_3510_Hschoc_L8,3921680,3669569.7,3994895,0.77495,73215,0.01832714,H.sapho,Chr13,Female
R_3511_Hschoc_L2,3922206,3666560.5,3991411,0.78696,69205,0.01733848,H.sapho,Chr13,Male
R_35_D_Hssara_L1,3998158,3864173.8,4215481,0.38139,217323,0.051553548,H.sara,Chr13,Female
R_36_D_Hssara_L8,3933432,3923899.6,4281245,0.02668,347813,0.081241088,H.sara,Chr13,Female
R_3751_Hssara_L8,4017152,3883352.9,4236834,0.37852,219682,0.051850509,H.sara,Chr13,Female
R_37_D_Hssara_L2,3911274,3908259.6,4263534,0.00848,352260,0.0826216,H.sara,Chr13,Female
R_4134_Hsmagd_L7,4029015,3896237.9,4250945,0.37433,221930,0.052207215,H.sara,Chr13,Male
R_4186_Hsmagd_L8,4078301,3901554.1,4257373,0.49673,179072,0.042061619,H.sara,Chr13,Male
R_4187_Hsmagd_L1,4106673,3932001.7,4291039,0.4865,184366,0.042965352,H.sara,Chr13,Male
R_4510_Hssaph_L8,3970558,3722070.4,4053465,0.74982,82907,0.020453365,H.sapho,Chr13,Female
R_4590_Hsspru_L2,4086351,3911720.5,4268772,0.48909,182421,0.042733835,H.sara,Chr13,Male
R_4591_Hsspru_L1,4071765,3896163.8,4251391,0.49433,179626,0.042251113,H.sara,Chr13,Male
R_4597_Hsspru_L7,4092054,3916922.6,4274492,0.48978,182438,0.042680627,H.sara,Chr13,Female
R_4864_Heeleu_L7,3920524,3654801.8,3978688,0.82042,58164,0.014618889,H.eleuchia,Chr13,Female
R_4871_Heeleu_L8,3882216,3617645.5,3937376,0.82748,55160,0.01400933,H.eleuchia,Chr13,Male
R_5074_Haaran_L7,3920227,3677051.1,4003969,0.74384,83742,0.020914747,H.antiochus,Chr13,Female
R_5091_Hssaph_L8,3948458,3701493.4,4030450,0.75075,81992,0.020343138,H.sapho,Chr13,Female
R_5092_Hssaph_L1,3956100,3716645.7,4046993,0.72486,90893,0.022459391,H.sapho,Chr13,Female
R_5237_Hssaph_L3,3906662,3661577.8,3986507,0.75427,79845,0.020028812,H.sapho,Chr13,Male
R_5314_Hssaph_L3,3913208,3667508.1,3993393,0.75395,80185,0.020079416,H.sapho,Chr13,Female
R_5324_Hssaph_L3,3935829,3689095,4016971,0.75252,81142,0.020199797,H.sapho,Chr13,Male
R_806__Hccong_L1,3948578,3661041.3,3986125,0.8845,37547,0.009419424,H.congener,Chr13,Female
R_807__Hccong_L1,3928164,3641120.2,3964077,0.8888,35913,0.009059612,H.congener,Chr13,Male
R_808__Hccong_L1,3911920,3625303,3946600,0.89206,34680,0.008787311,H.congener,Chr13,Male
R_812__Hssara_L3,4000397,3864650.8,4216045,0.38631,215648,0.051149359,H.sara,Chr13,Female
R_820__Hssara_L3,4018784,3884137.7,4237770,0.38075,218986,0.05167482,H.sara,Chr13,Male
R_828__Hssara_L3,4011476,3872114.8,4224330,0.39567,212854,0.050387635,H.sara,Chr13,Male
R_831__Hccong_L7,3800686,3533688.4,3842972,0.86328,42286,0.011003463,H.congener,Chr13,Female
R_869__Heprim_L3,3796493,3531526.3,3842691,0.85153,46198,0.012022304,H.eleuchia,Chr13,Male
R_870__Heprim_L3,3860740,3595167.9,3912939,0.83573,52199,0.013340101,H.eleuchia,Chr13,Female
R_871__Hsspru_L3,4088336,3909196.8,4265963,0.50212,177627,0.041638195,H.sara,Chr13,Male
R_886__Hsspru_L3,4096851,3919466.2,4277154,0.49592,180303,0.0421549,H.sara,Chr13,Male
R_887__Heprim_L3,3747271,3489372.9,3796087,0.84084,48816,0.012859558,H.eleuchia,Chr13,Female
R_888__Heprim_L3,3785748,3524298.8,3834485,0.84288,48737,0.012710181,H.eleuchia,Chr13,Male
S1053__Hssara_L7,4045527,3911534,4267984,0.37591,222457,0.052122267,H.sara,Chr13,Male
S12_US_Hssara_L7,4035776,3903561,4259188,0.37178,223412,0.05245413,H.sara,Chr13,Female
S1_USD_Hssara_L7,4027217,3895091.7,4249756,0.37254,222539,0.052365124,H.sara,Chr13,Male
S2083__Heeleu_L2,4029506,3710910.2,4041721,0.96308,12215,0.003022227,H.eleuchia,Chr13,Male
S21203_Haanti_L5,3983175,3765314.5,4102573,0.64597,119398,0.029103199,H.antiochus,Chr13,Female
S21204_Hssara_L5,4037251,3904557,4260358,0.37294,223107,0.052368134,H.sara,Chr13,Male
S21229_Haanti_L5,3962767,3745131.1,4080118,0.64968,117351,0.028761668,H.antiochus,Chr13,Male
S21234_Haanti_L2,3986818,3766080.1,4103426,0.65434,116608,0.02841723,H.antiochus,Chr13,Female
S2172__Hsmagd_L5,4075514,3938355.9,4297959,0.38142,222445,0.051755961,H.sara,Chr13,Male
S2852__Heprim_L2,3945661,3672640.2,3999055,0.83642,53394,0.013351654,H.eleuchia,Chr13,Male
S29_US_Hsmagd_L2,3935285,3970421.3,4333508,-0.09677,398223,0.091893911,H.sara,Chr13,Male
S3106__Heeleu_L2,3835529,3536719.4,3849018,0.95681,13489,0.00350453,H.eleuchia,Chr13,Male
S337_1_Haanti_L2,3979168,3758017.9,4094248,0.65773,115080,0.028107726,H.antiochus,Chr13,Male
S33_US_Hlpseu_L5,4026088,3765054.8,4105136,0.76756,79048,0.019255878,H.leucadia,Chr13,Male
S3533__Hsmagd_L5,4119566,3945688.3,4306222,0.48228,186656,0.043345652,H.sara,Chr13,Male
S40203_Hccong_L2,3992223,3703116.5,4033185,0.8759,40962,0.010156241,H.congener,Chr13,Male
S40219_Hssara_L7,4037695,3906929.6,4262923,0.36733,225228,0.05283417,H.sara,Chr13,Male
S40343_Heprim_L2,3940066,3669556.6,3995885,0.82895,55819,0.013969121,H.eleuchia,Chr13,Male
S4096__Haanti_L5,3976317,3757854.4,4094429,0.64908,118112,0.028847002,H.antiochus,Chr13,Female
S4097__Haanti_L5,3982208,3764713.9,4102009,0.64482,119801,0.029205445,H.antiochus,Chr13,Male
S4346__Hsmagd_L5,4025051,3891146.3,4245426,0.37796,220375,0.051908807,H.sara,Chr13,Female
S4704__Hselek_L5,4150546,3907740,4264369,0.68084,113823,0.026691639,H.sara,Chr13,Male
S4895__Hasnov_L2,4013218,3778556.4,4117235,0.69287,104017,0.0252638,H.antiochus,Chr13,Female
S4897__Haaran_L2,3975166,3737796.9,4071724,0.71084,96558,0.023714279,H.antiochus,Chr13,Male
S534_U_Heeleu_L5,4011408,3739608.9,4074031,0.81274,62623,0.015371263,H.eleuchia,Chr13,Male
S5_USD_Hssara_L7,4009621,3877798.4,4230731,0.37351,221110,0.052262836,H.sara,Chr13,Male
S857_U_Heeleu_L2,4014702,3696858.1,4026225,0.96501,11523,0.002861986,H.eleuchia,Chr13,Female
S8970__Heeleu_L2,3960264,3691223,4019885,0.81859,59621,0.014831519,H.eleuchia,Chr13,Female
S8_USD_Hssara_L7,4035764,3904234.7,4259977,0.36973,224213,0.052632444,H.sara,Chr13,Male
S9556__Haaran_L2,3982172,3729222.5,4062628,0.75868,80456,0.01980393,H.antiochus,Chr13,Female
A2458__Heeleu_L2,2037103,1871811.6,2041854,0.97206,4751,0.002326807,H.eleuchia,Chr14,Male
A2790__Hssaph_L2,2074953,1946088.1,2124138,0.72376,49185,0.023155275,H.sapho,Chr14,Male
A28_US_Hasnov_L2,2051422,1895102.2,2067392,0.90731,15970,0.007724708,H.congener,Chr14,Male
A3154__Heeleu_L2,2080391,1912067.1,2086470,0.96514,6079,0.002913533,H.eleuchia,Chr14,Male
