Chrom,start,end,mid,sites,pi_H.sara,pi_H.leucadia,dxy_H.sara_H.leucadia,Fst_H.sara_H.leucadia
Chrom11,196803937,1.97E+08,9.84E+07,37244,0.0159,0.005,0.0231,0.0597
Chrom11,196853938,1.97E+08,9.85E+07,34698,0.0132,0.0039,0.0204,0.0666
Chrom11,196903939,1.97E+08,9.85E+07,40787,0.0164,0.0058,0.0196,0.0397
Chrom11,196953940,1.97E+08,9.85E+07,40786,0.0151,0.0048,0.0197,0.0488
Chrom11,197003941,1.97E+08,9.85E+07,38387,0.0173,0.0066,0.0219,0.0439
Chrom11,197053942,1.97E+08,9.86E+07,41063,0.0148,0.0055,0.0224,0.0615
Chrom11,197103943,1.97E+08,9.86E+07,35756,0.0171,0.0067,0.0235,0.0511
Chrom11,197153944,1.97E+08,9.86E+07,35299,0.0126,0.0031,0.0185,0.0635
Chrom11,197203945,1.97E+08,9.86E+07,35080,0.0159,0.0058,0.0206,0.0466
Chrom11,197253946,1.97E+08,9.87E+07,35302,0.0165,0.0048,0.0242,0.0612
Chrom11,197303947,1.97E+08,9.87E+07,37441,0.0188,0.0073,0.0227,0.0393
Chrom11,197353948,1.97E+08,9.87E+07,37179,0.0181,0.0068,0.0237,0.0471
Chrom11,197403949,1.97E+08,9.87E+07,40433,0.0164,0.0067,0.0227,0.0515
Chrom11,197453950,1.98E+08,9.88E+07,41667,0.0148,0.0043,0.0223,0.0644
Chrom11,197503951,1.98E+08,9.88E+07,40865,0.0103,0.0041,0.0162,0.0649
Chrom11,197553952,1.98E+08,9.88E+07,34713,0.0212,0.0067,0.027,0.047
Chrom11,197603953,1.98E+08,9.88E+07,30578,0.021,0.008,0.027,0.0455
Chrom11,197653954,1.98E+08,9.89E+07,31276,0.0214,0.0081,0.0268,0.0429
Chrom11,197703955,1.98E+08,9.89E+07,36931,0.023,0.005,0.0274,0.0446
Chrom11,197753956,1.98E+08,9.89E+07,40533,0.0145,0.0072,0.0192,0.0437
Chrom11,197803957,1.98E+08,9.89E+07,39573,0.0187,0.0072,0.0215,0.0348
Chrom11,197853958,1.98E+08,9.90E+07,39499,0.0174,0.0066,0.0238,0.0514
Chrom11,197903959,1.98E+08,9.90E+07,35021,0.0204,0.007,0.0252,0.043
Chrom11,197953960,1.98E+08,9.90E+07,34312,0.0212,0.0052,0.0267,0.0482
Chrom11,198003961,1.98E+08,9.90E+07,36709,0.0167,0.0063,0.0244,0.058
Chrom11,198053962,1.98E+08,9.91E+07,36330,0.0125,0.0051,0.0164,0.0465
Chrom11,198103963,1.98E+08,9.91E+07,34973,0.0181,0.0061,0.0217,0.0407
Chrom11,198153964,1.98E+08,9.91E+07,37727,0.017,0.0078,0.0231,0.0474
Chrom11,198203965,1.98E+08,9.91E+07,35316,0.0149,0.009,0.0221,0.0508
Chrom11,198253966,1.98E+08,9.92E+07,40568,0.0165,0.0068,0.0203,0.0398
Chrom11,198303967,1.98E+08,9.92E+07,38670,0.0182,0.0079,0.0246,0.0482
Chrom11,198353968,1.98E+08,9.92E+07,40921,0.0183,0.008,0.0241,0.045
Chrom11,198403969,1.98E+08,9.92E+07,37868,0.0204,0.0076,0.0278,0.0509
Chrom11,198453970,1.99E+08,9.93E+07,37394,0.0175,0.0095,0.0242,0.046
Chrom11,198503971,1.99E+08,9.93E+07,41616,0.0165,0.0071,0.0229,0.0508
Chrom11,198553972,1.99E+08,9.93E+07,34403,0.0168,0.0046,0.0222,0.0517
Chrom11,198603973,1.99E+08,9.93E+07,35723,0.0195,0.0085,0.0264,0.048
Chrom11,198653974,1.99E+08,9.94E+07,37038,0.0198,0.0086,0.0271,0.049
Chrom11,198703975,1.99E+08,9.94E+07,37393,0.0218,0.0088,0.0263,0.0385
Chrom11,198753976,1.99E+08,9.94E+07,37867,0.0232,0.0123,0.0288,0.0363
Chrom11,198803977,1.99E+08,9.94E+07,36009,0.0213,0.0079,0.027,0.0443
Chrom11,198853978,1.99E+08,9.95E+07,32988,0.0212,0.0089,0.0257,0.0384
Chrom11,198903979,1.99E+08,9.95E+07,38896,0.0172,0.0099,0.0239,0.0455
Chrom11,198953980,1.99E+08,9.95E+07,41558,0.0142,0.0064,0.0201,0.0519
Chrom11,199003981,1.99E+08,9.95E+07,40110,0.016,0.0079,0.0212,0.0441
Chrom11,199053982,1.99E+08,9.96E+07,38277,0.0196,0.0069,0.0251,0.0459
Chrom11,199103983,1.99E+08,9.96E+07,34560,0.0218,0.0078,0.0259,0.039
Chrom11,199153984,1.99E+08,9.96E+07,36446,0.0227,0.0094,0.0278,0.0396
Chrom11,199203985,1.99E+08,9.96E+07,39176,0.0211,0.0084,0.0253,0.0382
Chrom11,199253986,1.99E+08,9.97E+07,36237,0.0207,0.0081,0.0269,0.046
Chrom11,199303987,1.99E+08,9.97E+07,34299,0.0203,0.0081,0.0262,0.0447
Chrom11,199353988,1.99E+08,9.97E+07,34270,0.0195,0.008,0.0263,0.049
Chrom11,199403989,1.99E+08,9.97E+07,39278,0.0189,0.0088,0.0243,0.0417
Chrom11,199453990,2.00E+08,9.98E+07,37565,0.019,0.008,0.0247,0.0446
Chrom11,199503991,2.00E+08,9.98E+07,40052,0.0167,0.0065,0.0213,0.0444
Chrom11,199553992,2.00E+08,9.98E+07,37713,0.0165,0.0084,0.0217,0.0426
Chrom11,199603993,2.00E+08,9.98E+07,35767,0.0177,0.0086,0.0241,0.0468
Chrom11,199653994,2.00E+08,9.99E+07,33647,0.0221,0.0112,0.0271,0.0362
Chrom11,199703995,2.00E+08,9.99E+07,40694,0.018,0.0082,0.0226,0.0402
Chrom11,199753996,2.00E+08,9.99E+07,35747,0.0153,0.0066,0.02,0.0446
Chrom11,199803997,2.00E+08,9.99E+07,37712,0.0171,0.007,0.0241,0.0531
Chrom11,199853998,2.00E+08,1.00E+08,38885,0.0185,0.0049,0.0231,0.047
Chrom11,199903999,2.00E+08,1.00E+08,40654,0.0167,0.0052,0.0222,0.0513
Chrom11,199954000,2.00E+08,1.00E+08,38409,0.0165,0.0066,0.023,0.0522
Chrom11,200004001,2.00E+08,1.00E+08,40092,0.0137,0.0059,0.0202,0.0569
Chrom11,200054002,2.00E+08,1.00E+08,43034,0.011,0.0069,0.0169,0.0542
Chrom11,200104003,2.00E+08,1.00E+08,38857,0.0158,0.0067,0.0215,0.0488
Chrom11,200154004,2.00E+08,1.00E+08,41850,0.0153,0.0062,0.023,0.0597
Chrom11,200204005,2.00E+08,1.00E+08,35226,0.0162,0.007,0.0223,0.05
Chrom11,200254006,2.00E+08,1.00E+08,39214,0.0181,0.0075,0.0227,0.0417
Chrom11,200304007,2.00E+08,1.00E+08,38402,0.0193,0.0087,0.0261,0.0476
Chrom11,200354008,2.00E+08,1.00E+08,32792,0.018,0.0062,0.0229,0.0457
Chrom11,200404009,2.00E+08,1.00E+08,41367,0.0166,0.0054,0.025,0.0635
Chrom11,200454010,2.01E+08,1.00E+08,36159,0.0185,0.0057,0.0246,0.0513
Chrom11,200504011,2.01E+08,1.00E+08,27445,0.02,0.0073,0.024,0.0396
Chrom11,200554012,2.01E+08,1.00E+08,38162,0.0181,0.0059,0.0256,0.0566
Chrom11,200604013,2.01E+08,1.00E+08,39558,0.0119,0.0041,0.0203,0.0759
Chrom11,200654014,2.01E+08,1.00E+08,38645,0.0171,0.0062,0.0227,0.0487
Chrom11,200704015,2.01E+08,1.00E+08,36261,0.0171,0.0057,0.0222,0.0479
Chrom11,200754016,2.01E+08,1.00E+08,33038,0.016,0.0046,0.0273,0.0784
Chrom11,200804017,2.01E+08,1.00E+08,42215,0.0135,0.0036,0.0214,0.0704
Chrom11,200854018,2.01E+08,1.00E+08,36863,0.0144,0.0052,0.0222,0.0642
Chrom11,200904019,2.01E+08,1.00E+08,44016,0.0121,0.0036,0.0198,0.0727
Chrom11,200954020,2.01E+08,1.01E+08,37159,0.0109,0.005,0.0211,0.0878
Chrom11,201004021,2.01E+08,1.01E+08,39922,0.0157,0.0047,0.0248,0.0688
Chrom11,201054022,2.01E+08,1.01E+08,41055,0.0154,0.0045,0.0242,0.069
Chrom11,201104023,2.01E+08,1.01E+08,42703,0.0101,0.005,0.0232,0.1086
Chrom11,201154024,2.01E+08,1.01E+08,34871,0.0125,0.0042,0.0214,0.0766
Chrom11,201204025,2.01E+08,1.01E+08,39638,0.0156,0.0053,0.0248,0.0683
Chrom11,201254026,2.01E+08,1.01E+08,37956,0.0188,0.0068,0.0277,0.0595
Chrom11,201304027,2.01E+08,1.01E+08,33773,0.0226,0.0071,0.0271,0.0413
Chrom11,201354028,2.01E+08,1.01E+08,36428,0.019,0.0072,0.0313,0.0712
Chrom11,201404029,2.01E+08,1.01E+08,31664,0.0205,0.0081,0.031,0.0608
Chrom11,201454030,2.02E+08,1.01E+08,30263,0.0172,0.0054,0.0343,0.0966
Chrom11,201504031,2.02E+08,1.01E+08,29376,0.0139,0.0046,0.0274,0.0949
Chrom11,201554032,2.02E+08,1.01E+08,19440,0.0083,0.0068,0.0222,0.1207
Chrom11,201604033,2.02E+08,1.01E+08,31118,0.0065,0.0033,0.0249,0.1968
Chrom11,201654034,2.02E+08,1.01E+08,37457,0.0123,0.0042,0.0257,0.1019
Chrom11,201704035,2.02E+08,1.01E+08,40744,0.0113,0.0061,0.0188,0.0659
Chrom11,201754036,2.02E+08,1.01E+08,37278,0.0183,0.0064,0.0236,0.0471
Chrom11,201804037,2.02E+08,1.01E+08,38925,0.0194,0.0071,0.0262,0.0503
Chrom11,201854038,2.02E+08,1.01E+08,37460,0.0193,0.0072,0.0251,0.0465
Chrom11,201904039,2.02E+08,1.01E+08,38718,0.0169,0.0087,0.0245,0.0516
Chrom11,201954040,2.02E+08,1.01E+08,42509,0.013,0.0053,0.0196,0.0605
Chrom11,202004041,2.02E+08,1.01E+08,33895,0.0194,0.0089,0.0252,0.0436
Chrom11,202054042,2.02E+08,1.01E+08,37749,0.02,0.0064,0.0249,0.0444
Chrom11,202104043,2.02E+08,1.01E+08,25305,0.02,0.0059,0.0278,0.056
Chrom11,202154044,2.02E+08,1.01E+08,34493,0.0202,0.0082,0.0265,0.0464
Chrom11,202204045,2.02E+08,1.01E+08,36967,0.0202,0.0087,0.0261,0.0438
Chrom11,202254046,2.02E+08,1.01E+08,40623,0.0196,0.0072,0.0261,0.049
Chrom11,202304047,2.02E+08,1.01E+08,37784,0.0202,0.0074,0.0275,0.0512
Chrom11,202354048,2.02E+08,1.01E+08,30995,0.0195,0.0066,0.028,0.0577
Chrom11,202404049,2.02E+08,1.01E+08,35554,0.0206,0.0075,0.0277,0.0501
Chrom11,202454050,2.03E+08,1.01E+08,36537,0.0212,0.0077,0.0277,0.0472
Chrom11,202504051,2.03E+08,1.01E+08,37481,0.0206,0.0078,0.0284,0.052
Chrom11,202554052,2.03E+08,1.01E+08,37321,0.0225,0.008,0.0284,0.0447
Chrom11,202604053,2.03E+08,1.01E+08,36156,0.0212,0.0085,0.028,0.0468
Chrom11,202654054,2.03E+08,1.01E+08,34386,0.0254,0.0089,0.0315,0.0432
Chrom11,202704055,2.03E+08,1.01E+08,30495,0.0238,0.01,0.0302,0.0425
Chrom11,202754056,2.03E+08,1.01E+08,32050,0.0237,0.0064,0.03,0.048
Chrom11,202804057,2.03E+08,1.01E+08,30786,0.022,0.0095,0.0296,0.0477
Chrom11,202854058,2.03E+08,1.01E+08,33354,0.0221,0.007,0.0278,0.0455
Chrom11,202904059,2.03E+08,1.01E+08,37443,0.0209,0.0066,0.0271,0.0485
Chrom11,202954060,2.03E+08,1.02E+08,34915,0.0204,0.0082,0.0272,0.0477
Chrom11,203004061,2.03E+08,1.02E+08,37909,0.0217,0.0091,0.0297,0.0498
Chrom11,203054062,2.03E+08,1.02E+08,33107,0.0199,0.0087,0.0252,0.0415
Chrom11,203104063,2.03E+08,1.02E+08,39237,0.0212,0.0076,0.0262,0.0426
Chrom11,203154064,2.03E+08,1.02E+08,33260,0.0225,0.0062,0.0286,0.048
Chrom11,203204065,2.03E+08,1.02E+08,39022,0.0215,0.0068,0.0263,0.0429
Chrom11,203254066,2.03E+08,1.02E+08,35151,0.021,0.0095,0.0275,0.044
Chrom11,203304067,2.03E+08,1.02E+08,35500,0.0204,0.0083,0.026,0.0433
Chrom11,203354068,2.03E+08,1.02E+08,32000,0.0204,0.0083,0.0258,0.0428
Chrom11,203404069,2.03E+08,1.02E+08,35993,0.0204,0.0086,0.0265,0.0445
Chrom11,203454070,2.04E+08,1.02E+08,34627,0.0168,0.0074,0.0235,0.051
Chrom11,203504071,2.04E+08,1.02E+08,34467,0.0203,0.0074,0.0276,0.0509
Chrom11,203554072,2.04E+08,1.02E+08,33391,0.0202,0.0102,0.0258,0.0398
Chrom11,203604073,2.04E+08,1.02E+08,30800,0.0209,0.0108,0.0276,0.0428
Chrom11,203654074,2.04E+08,1.02E+08,41148,0.0174,0.0057,0.0227,0.0488
Chrom11,203704075,2.04E+08,1.02E+08,36494,0.0216,0.0067,0.0272,0.0461
Chrom11,203754076,2.04E+08,1.02E+08,35867,0.0211,0.0073,0.0287,0.0522
Chrom11,203804077,2.04E+08,1.02E+08,40378,0.015,0.0054,0.0232,0.0644
Chrom11,203854078,2.04E+08,1.02E+08,39215,0.0186,0.0083,0.025,0.0467
Chrom11,203904079,2.04E+08,1.02E+08,38878,0.0173,0.0062,0.0223,0.0461
Chrom11,203954080,2.04E+08,1.02E+08,33346,0.0211,0.007,0.0274,0.0478
Chrom11,204004081,2.04E+08,1.02E+08,39420,0.0161,0.0043,0.024,0.0645
Chrom11,204054082,2.04E+08,1.02E+08,40773,0.0162,0.0053,0.0219,0.0518
Chrom11,204104083,2.04E+08,1.02E+08,41001,0.0162,0.0058,0.0226,0.0536
Chrom11,204154084,2.04E+08,1.02E+08,33622,0.0219,0.0083,0.0276,0.0433
Chrom11,204204085,2.04E+08,1.02E+08,37209,0.0209,0.0061,0.0259,0.0451
Chrom11,204254086,2.04E+08,1.02E+08,41756,0.0139,0.0031,0.0204,0.064
Chrom11,204304087,2.04E+08,1.02E+08,40691,0.0157,0.004,0.0243,0.0684
Chrom11,204354088,2.04E+08,1.02E+08,38187,0.0174,0.0044,0.0254,0.0625
Chrom11,204404089,2.04E+08,1.02E+08,37354,0.0178,0.003,0.028,0.0736
Chrom11,204454090,2.05E+08,1.02E+08,36264,0.016,0.0042,0.0201,0.0478
Chrom11,204504091,2.05E+08,1.02E+08,37852,0.0221,0.0052,0.0282,0.05
Chrom11,204554092,2.05E+08,1.02E+08,29774,0.0232,0.009,0.0298,0.0448
Chrom11,204604093,2.05E+08,1.02E+08,24031,0.0234,0.0085,0.0284,0.0406
Chrom11,204654094,2.05E+08,1.02E+08,37381,0.0199,0.0059,0.028,0.057
Chrom11,204704095,2.05E+08,1.02E+08,33938,0.0208,0.0071,0.0277,0.0502
Chrom11,204754096,2.05E+08,1.02E+08,31975,0.0228,0.008,0.0308,0.0513
Chrom11,204804097,2.05E+08,1.02E+08,22661,0.0211,0.0091,0.0274,0.0442
add,204854098,2.05E+08,1.02E+08,NA,NA,NA,NA,NA
add,204904099,2.05E+08,1.02E+08,NA,NA,NA,NA,NA
add,204954100,2.05E+08,1.03E+08,NA,NA,NA,NA,NA
add,205004101,2.05E+08,1.03E+08,NA,NA,NA,NA,NA
add,205054102,2.05E+08,1.03E+08,NA,NA,NA,NA,NA
add,205104103,2.05E+08,1.03E+08,NA,NA,NA,NA,NA
add,205154104,2.05E+08,1.03E+08,NA,NA,NA,NA,NA
add,205204105,2.05E+08,1.03E+08,NA,NA,NA,NA,NA
add,205254106,2.05E+08,1.03E+08,NA,NA,NA,NA,NA
add,205304107,2.05E+08,1.03E+08,NA,NA,NA,NA,NA
add,205354108,2.05E+08,1.03E+08,NA,NA,NA,NA,NA
add,205404109,2.05E+08,1.03E+08,NA,NA,NA,NA,NA
add,205454110,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,205504111,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,205554112,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,205604113,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,205654114,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,205704115,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,205754116,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,205804117,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,205854118,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,205904119,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,205954120,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,206004121,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,206054122,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,206104123,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,206154124,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,206204125,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,206254126,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,206304127,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,206354128,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,206404129,2.06E+08,1.03E+08,NA,NA,NA,NA,NA
add,206454130,2.07E+08,1.03E+08,NA,NA,NA,NA,NA
add,206504131,2.07E+08,1.03E+08,NA,NA,NA,NA,NA
add,206554132,2.07E+08,1.03E+08,NA,NA,NA,NA,NA
add,206604133,2.07E+08,1.03E+08,NA,NA,NA,NA,NA
add,206654134,2.07E+08,1.03E+08,NA,NA,NA,NA,NA
add,206704135,2.07E+08,1.03E+08,NA,NA,NA,NA,NA
add,206754136,2.07E+08,1.03E+08,NA,NA,NA,NA,NA
add,206804137,2.07E+08,1.03E+08,NA,NA,NA,NA,NA
add,206854138,2.07E+08,1.03E+08,NA,NA,NA,NA,NA
add,206904139,2.07E+08,1.03E+08,NA,NA,NA,NA,NA
add,206954140,2.07E+08,1.04E+08,NA,NA,NA,NA,NA
add,207004141,2.07E+08,1.04E+08,NA,NA,NA,NA,NA
add,207054142,2.07E+08,1.04E+08,NA,NA,NA,NA,NA
add,207104143,2.07E+08,1.04E+08,NA,NA,NA,NA,NA
add,207154144,2.07E+08,1.04E+08,NA,NA,NA,NA,NA
add,207204145,2.07E+08,1.04E+08,NA,NA,NA,NA,NA
add,207254146,2.07E+08,1.04E+08,NA,NA,NA,NA,NA
add,207304147,2.07E+08,1.04E+08,NA,NA,NA,NA,NA
add,207354148,2.07E+08,1.04E+08,NA,NA,NA,NA,NA
add,207404149,2.07E+08,1.04E+08,NA,NA,NA,NA,NA
add,207454150,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,207504151,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,207554152,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,207604153,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,207654154,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,207704155,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,207754156,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,207804157,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,207854158,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,207904159,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,207954160,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,208004161,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,208054162,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,208104163,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,208154164,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,208204165,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,208254166,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,208304167,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,208354168,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,208404169,2.08E+08,1.04E+08,NA,NA,NA,NA,NA
add,208454170,2.09E+08,1.04E+08,NA,NA,NA,NA,NA
add,208504171,2.09E+08,1.04E+08,NA,NA,NA,NA,NA
add,208554172,2.09E+08,1.04E+08,NA,NA,NA,NA,NA
add,208604173,2.09E+08,1.04E+08,NA,NA,NA,NA,NA
add,208654174,2.09E+08,1.04E+08,NA,NA,NA,NA,NA
add,208704175,2.09E+08,1.04E+08,NA,NA,NA,NA,NA
add,208754176,2.09E+08,1.04E+08,NA,NA,NA,NA,NA
add,208804177,2.09E+08,1.04E+08,NA,NA,NA,NA,NA
Chrom12,208854178,2.09E+08,1.04E+08,32757,0.0152,0.0054,0.0201,0.049
Chrom12,208904179,2.09E+08,1.04E+08,34794,0.0115,0.0042,0.0258,0.1106
Chrom12,208954180,2.09E+08,1.05E+08,38282,0.0128,0.0038,0.0283,0.1114
Chrom12,209004181,2.09E+08,1.05E+08,33491,0.0129,0.0045,0.026,0.0968
Chrom12,209054182,2.09E+08,1.05E+08,29201,0.017,0.0073,0.0261,0.061
Chrom12,209104183,2.09E+08,1.05E+08,29125,0.0195,0.0076,0.0279,0.0554
Chrom12,209154184,2.09E+08,1.05E+08,31036,0.0165,0.0078,0.0255,0.06
Chrom12,209204185,2.09E+08,1.05E+08,37110,0.0158,0.009,0.0266,0.0664
Chrom12,209254186,2.09E+08,1.05E+08,38072,0.0119,0.0043,0.0201,0.0741
Chrom12,209304187,2.09E+08,1.05E+08,35454,0.0116,0.005,0.0189,0.0676
Chrom12,209354188,2.09E+08,1.05E+08,31630,0.0087,0.0036,0.0211,0.1197
Chrom12,209404189,2.09E+08,1.05E+08,36460,0.0096,0.006,0.0263,0.1322
Chrom12,209454190,2.10E+08,1.05E+08,39991,0.0071,0.0036,0.0225,0.1604
Chrom12,209504191,2.10E+08,1.05E+08,39011,0.009,0.0066,0.0204,0.0985
Chrom12,209554192,2.10E+08,1.05E+08,32832,0.0131,0.0066,0.0204,0.0595
Chrom12,209604193,2.10E+08,1.05E+08,40135,0.0139,0.0062,0.0198,0.0524
Chrom12,209654194,2.10E+08,1.05E+08,35392,0.017,0.007,0.0207,0.0389
Chrom12,209704195,2.10E+08,1.05E+08,32882,0.0205,0.0022,0.0287,0.0639
Chrom12,209754196,2.10E+08,1.05E+08,37799,0.0166,0.0011,0.0206,0.054
Chrom12,209804197,2.10E+08,1.05E+08,40082,0.0142,0.0041,0.0185,0.0504
Chrom12,209854198,2.10E+08,1.05E+08,36898,0.0194,0.0102,0.0257,0.0422
Chrom12,209904199,2.10E+08,1.05E+08,37365,0.0184,0.0065,0.0242,0.0485
Chrom12,209954200,2.10E+08,1.05E+08,29884,0.0166,0.0064,0.0263,0.0662
Chrom12,210004201,2.10E+08,1.05E+08,27023,0.0189,0.006,0.0241,0.0468
Chrom12,210054202,2.10E+08,1.05E+08,35511,0.0167,0.0069,0.0221,0.0466
Chrom12,210104203,2.10E+08,1.05E+08,28290,0.0195,0.0085,0.0247,0.0414
Chrom12,210154204,2.10E+08,1.05E+08,32254,0.0205,0.0077,0.0253,0.042
Chrom12,210204205,2.10E+08,1.05E+08,31070,0.0193,0.0064,0.0248,0.0471
Chrom12,210254206,2.10E+08,1.05E+08,34426,0.015,0.0083,0.0206,0.0453
Chrom12,210304207,2.10E+08,1.05E+08,35133,0.0197,0.0078,0.0288,0.057
Chrom12,210354208,2.10E+08,1.05E+08,36758,0.0195,0.0087,0.0257,0.0449
Chrom12,210404209,2.10E+08,1.05E+08,37346,0.0191,0.0108,0.0256,0.0424
Chrom12,210454210,2.11E+08,1.05E+08,35890,0.0179,0.0085,0.0254,0.0516
Chrom12,210504211,2.11E+08,1.05E+08,30440,0.0217,0.008,0.0277,0.045
Chrom12,210554212,2.11E+08,1.05E+08,35139,0.0203,0.0074,0.0271,0.0494
Chrom12,210604213,2.11E+08,1.05E+08,34792,0.0192,0.0074,0.025,0.0458
Chrom12,210654214,2.11E+08,1.05E+08,37914,0.018,0.0064,0.0238,0.0487
Chrom12,210704215,2.11E+08,1.05E+08,34629,0.0169,0.0062,0.0217,0.0458
Chrom12,210754216,2.11E+08,1.05E+08,35915,0.0144,0.0045,0.0194,0.0524
Chrom12,210804217,2.11E+08,1.05E+08,39800,0.012,0.0052,0.0174,0.0545
Chrom12,210854218,2.11E+08,1.05E+08,41994,0.0119,0.0074,0.0186,0.0557
Chrom12,210904219,2.11E+08,1.05E+08,37521,0.0154,0.0056,0.0201,0.0472
Chrom12,210954220,2.11E+08,1.06E+08,38000,0.0165,0.007,0.0208,0.0413
Chrom12,211004221,2.11E+08,1.06E+08,37989,0.017,0.0058,0.0227,0.0504
Chrom12,211054222,2.11E+08,1.06E+08,36501,0.02,0.0097,0.0252,0.0394
Chrom12,211104223,2.11E+08,1.06E+08,38313,0.0183,0.0066,0.0237,0.0465
Chrom12,211154224,2.11E+08,1.06E+08,38318,0.0178,0.007,0.0232,0.0461
Chrom12,211204225,2.11E+08,1.06E+08,37563,0.018,0.0062,0.0228,0.045
Chrom12,211254226,2.11E+08,1.06E+08,35823,0.0159,0.0069,0.0206,0.0439
Chrom12,211304227,2.11E+08,1.06E+08,39727,0.0142,0.0058,0.0199,0.0527
Chrom12,211354228,2.11E+08,1.06E+08,39017,0.0143,0.0052,0.0189,0.0481
Chrom12,211404229,2.11E+08,1.06E+08,40026,0.0138,0.0045,0.0183,0.0501
Chrom12,211454230,2.12E+08,1.06E+08,40200,0.0133,0.0058,0.0205,0.0611
Chrom12,211504231,2.12E+08,1.06E+08,39589,0.0149,0.0059,0.0222,0.059
Chrom12,211554232,2.12E+08,1.06E+08,33619,0.0191,0.0069,0.0257,0.0501
Chrom12,211604233,2.12E+08,1.06E+08,34541,0.0192,0.0075,0.023,0.0383
Chrom12,211654234,2.12E+08,1.06E+08,35511,0.0195,0.0061,0.0251,0.0479
Chrom12,211704235,2.12E+08,1.06E+08,33476,0.0174,0.0076,0.0216,0.0398
Chrom12,211754236,2.12E+08,1.06E+08,33648,0.0135,0.0059,0.0241,0.0778
Chrom12,211804237,2.12E+08,1.06E+08,30304,0.0185,0.0063,0.0256,0.0537
Chrom12,211854238,2.12E+08,1.06E+08,36587,0.0184,0.0068,0.0241,0.0472
Chrom12,211904239,2.12E+08,1.06E+08,26983,0.0181,0.0116,0.0266,0.0485
Chrom12,211954240,2.12E+08,1.06E+08,34555,0.0183,0.0073,0.0238,0.0455
Chrom12,212004241,2.12E+08,1.06E+08,39070,0.0165,0.006,0.0227,0.0522
Chrom12,212054242,2.12E+08,1.06E+08,36501,0.016,0.0049,0.0249,0.0672
Chrom12,212104243,2.12E+08,1.06E+08,35711,0.0183,0.0062,0.0219,0.0404
Chrom12,212154244,2.12E+08,1.06E+08,38492,0.0154,0.0077,0.0207,0.0453
Chrom12,212204245,2.12E+08,1.06E+08,41236,0.0115,0.0073,0.0181,0.0568
Chrom12,212254246,2.12E+08,1.06E+08,39947,0.0165,0.0079,0.0208,0.0395
Chrom12,212304247,2.12E+08,1.06E+08,40381,0.0132,0.0054,0.0199,0.0601
Chrom12,212354248,2.12E+08,1.06E+08,40549,0.0156,0.0052,0.0207,0.0504
Chrom12,212404249,2.12E+08,1.06E+08,35751,0.0179,0.0056,0.0206,0.0378
Chrom12,212454250,2.13E+08,1.06E+08,38093,0.0198,0.0066,0.0259,0.0487
Chrom12,212504251,2.13E+08,1.06E+08,37287,0.0186,0.0074,0.0253,0.05
Chrom12,212554252,2.13E+08,1.06E+08,38142,0.0148,0.0056,0.0244,0.0707
Chrom12,212604253,2.13E+08,1.06E+08,40523,0.0121,0.0043,0.0202,0.0731
Chrom12,212654254,2.13E+08,1.06E+08,38661,0.0159,0.0051,0.0242,0.0641
Chrom12,212704255,2.13E+08,1.06E+08,39585,0.0137,0.0057,0.0187,0.0499
