Chrom,start,end,mid,sites,pi_H.ant.Andes,pi_H.ant.Amaz,dxy_H.ant.Andes_H.ant.Amaz,Fst_H.ant.Andes_H.ant.Amaz
Chrom12,210404208,210454208,105227104,39088,0.0072,0.0074,0.0086,0.0815
Chrom12,210454209,210504209,105252104.5,39418,0.0054,0.0056,0.0067,0.0956
Chrom12,210504210,210554210,105277105,37612,0.0067,0.0077,0.0085,0.0803
Chrom12,210554211,210604211,105302105.5,33517,0.0058,0.0078,0.0081,0.0888
Chrom12,210604212,210654212,105327106,38241,0.0059,0.0068,0.0068,0.0362
Chrom12,210654213,210704213,105352106.5,37748,0.0048,0.0069,0.007,0.0926
Chrom12,210704214,210754214,105377107,37834,0.0037,0.0056,0.0058,0.1101
Chrom12,210754215,210804215,105402107.5,35356,0.0043,0.0065,0.0062,0.0707
Chrom12,210804216,210854216,105427108,36462,0.0066,0.0082,0.0081,0.0481
Chrom12,210854217,210904217,105452108.5,34687,0.0056,0.0069,0.0069,0.0507
Chrom12,210904218,210954218,105477109,35839,0.0057,0.0081,0.0081,0.0799
Chrom12,210954219,211004219,105502109.5,38548,0.0049,0.0084,0.0077,0.0801
Chrom12,211004220,211054220,105527110,40014,0.0028,0.0049,0.0052,0.1507
Chrom12,211054221,211104221,105552110.5,35879,0.0061,0.0083,0.0087,0.0958
Chrom12,211104222,211154222,105577111,37112,0.0027,0.0061,0.0055,0.1128
Chrom12,211154223,211204223,105602111.5,41064,0.0033,0.0062,0.0057,0.0949
Chrom12,211204224,211254224,105627112,39544,0.0041,0.006,0.0065,0.1332
Chrom12,211254225,211304225,105652112.5,37787,0.0023,0.0049,0.0059,0.2511
Chrom12,211304226,211354226,105677113,34841,0.0071,0.009,0.009,0.0587
Chrom12,211354227,211404227,105702113.5,34294,0.0057,0.0081,0.0081,0.0835
Chrom12,211404228,211454228,105727114,38323,0.0067,0.0084,0.0083,0.0482
Chrom12,211454229,211504229,105752114.5,31166,0.0079,0.0086,0.0089,0.0393
Chrom12,211504230,211554230,105777115,39435,0.0069,0.0078,0.0078,0.0265
Chrom12,211554231,211604231,105802115.5,37712,0.0051,0.0066,0.0065,0.0506
Chrom12,211604232,211654232,105827116,37922,0.0057,0.0067,0.0067,0.0394
Chrom12,211654233,211704233,105852116.5,36429,0.0073,0.0084,0.0088,0.0603
Chrom12,211704234,211754234,105877117,37091,0.0063,0.0086,0.0085,0.0659
Chrom12,211754235,211804235,105902117.5,33300,0.0067,0.008,0.0084,0.0674
Chrom12,211804236,211854236,105927118,33416,0.01,0.0113,0.0117,0.0468
Chrom12,211854237,211904237,105952118.5,32879,0.0065,0.0089,0.009,0.0829
Chrom12,211904238,211954238,105977119,36949,0.005,0.0076,0.0075,0.0907
Chrom12,211954239,212004239,106002119.5,37409,0.0067,0.007,0.0074,0.0412
Chrom12,212004240,212054240,106027120,32506,0.006,0.0081,0.0078,0.048
Chrom12,212054241,212104241,106052120.5,27018,0.0047,0.0077,0.0075,0.0998
Chrom12,212104242,212154242,106077121,18761,0.0116,0.0122,0.0126,0.0278
Chrom12,212154243,212204243,106102121.5,20871,0.0047,0.0097,0.0088,0.1066
Chrom12,212204244,212254244,106127122,8353,0.0185,0.0191,0.0195,0.0178
Chrom12,212254245,212304245,106152122.5,18107,0.0093,0.0108,0.0109,0.0406
Chrom12,212304246,212354246,106177123,27727,0.0064,0.0086,0.0084,0.0556
Chrom12,212354247,212404247,106202123.5,34818,0.0055,0.0087,0.0084,0.0866
Chrom12,212404248,212454248,106227124,35216,0.0087,0.0096,0.0102,0.0531
Chrom12,212454249,212504249,106252124.5,33299,0.0058,0.0082,0.008,0.0677
Chrom12,212504250,212554250,106277125,36618,0.0052,0.0106,0.0106,0.1509
Chrom12,212554251,212604251,106302125.5,35217,0.0069,0.0089,0.0095,0.0941
Chrom12,212604252,212654252,106327126,37319,0.0067,0.0086,0.0082,0.0348
Chrom12,212654253,212704253,106352126.5,30444,0.008,0.0087,0.0088,0.0267
Chrom12,212704254,212754254,106377127,34673,0.0079,0.0101,0.0102,0.0629
Chrom12,212754255,212804255,106402127.5,38095,0.0083,0.0091,0.0092,0.0306
Chrom12,212804256,212854256,106427128,37640,0.0065,0.0073,0.0075,0.0418
Chrom12,212854257,212904257,106452128.5,31283,0.007,0.0087,0.0086,0.0457
Chrom12,212904258,212954258,106477129,36451,0.0071,0.0088,0.009,0.0639
Chrom12,212954259,213004259,106502129.5,37632,0.007,0.0086,0.009,0.0749
Chrom12,213004260,213054260,106527130,32942,0.0061,0.0076,0.0075,0.0444
Chrom12,213054261,213104261,106552130.5,36748,0.0045,0.0076,0.007,0.0741
Chrom12,213104262,213154262,106577131,22422,0.0041,0.0069,0.0069,0.1161
Chrom12,213154263,213204263,106602131.5,35633,0.0076,0.0091,0.0099,0.085
Chrom12,213204264,213254264,106627132,38349,0.0081,0.0097,0.0102,0.0649
Chrom12,213254265,213304265,106652132.5,36220,0.0075,0.0078,0.0083,0.0427
Chrom12,213304266,213354266,106677133,35637,0.0063,0.0072,0.0071,0.0259
Chrom12,213354267,213404267,106702133.5,37816,0.008,0.0094,0.0096,0.0465
Chrom12,213404268,213454268,106727134,37563,0.0085,0.0096,0.0097,0.0338
Chrom12,213454269,213504269,106752134.5,38175,0.0069,0.0069,0.0074,0.0327
Chrom12,213504270,213554270,106777135,31738,0.007,0.0086,0.0089,0.0655
Chrom12,213554271,213604271,106802135.5,36770,0.0049,0.0062,0.006,0.0378
Chrom12,213604272,213654272,106827136,39718,0.0068,0.0078,0.0077,0.0323
Chrom12,213654273,213704273,106852136.5,34507,0.0085,0.0095,0.0095,0.0272
Chrom12,213704274,213754274,106877137,37054,0.0079,0.0097,0.0093,0.0276
Chrom12,213754275,213804275,106902137.5,34429,0.007,0.0077,0.0077,0.0192
Chrom12,213804276,213854276,106927138,37027,0.0075,0.0078,0.0083,0.039
Chrom12,213854277,213904277,106952138.5,36520,0.0069,0.0079,0.0086,0.0759
Chrom12,213904278,213954278,106977139,39036,0.0039,0.0048,0.0049,0.0657
Chrom12,213954279,214004279,107002139.5,33756,0.0066,0.0076,0.0081,0.0653
Chrom12,214004280,214054280,107027140,30570,0.0097,0.0106,0.0105,0.0172
Chrom12,214054281,214104281,107052140.5,18723,0.0068,0.0091,0.0093,0.08
Chrom12,214104282,214154282,107077141,16458,0.0091,0.0091,0.0117,0.1263
Chrom12,214154283,214204283,107102141.5,33969,0.0086,0.0105,0.0106,0.0497
Chrom12,214204284,214254284,107127142,20838,0.0051,0.0051,0.0052,0.0161
Chrom12,214254285,214304285,107152142.5,32782,0.0084,0.0102,0.0101,0.0393
Chrom12,214304286,214354286,107177143,29451,0.0083,0.0098,0.0102,0.0602
Chrom12,214354287,214404287,107202143.5,33247,0.0087,0.0092,0.0095,0.0304
Chrom12,214404288,214454288,107227144,32304,0.0083,0.0097,0.0096,0.0343
Chrom12,214454289,214504289,107252144.5,32810,0.0095,0.0107,0.0109,0.0398
Chrom12,214504290,214554290,107277145,33154,0.0068,0.0081,0.0086,0.0733
Chrom12,214554291,214604291,107302145.5,35106,0.006,0.0097,0.0098,0.1173
Chrom12,214604292,214654292,107327146,29982,0.0088,0.0093,0.0099,0.0475
Chrom12,214654293,214704293,107352146.5,37450,0.0058,0.0088,0.0086,0.0857
Chrom12,214704294,214754294,107377147,32860,0.0075,0.0094,0.0102,0.095
Chrom12,214754295,214804295,107402147.5,38191,0.0074,0.0076,0.008,0.034
Chrom12,214804296,214854296,107427148,37082,0.007,0.0077,0.0085,0.0782
Chrom12,214854297,214904297,107452148.5,31000,0.0064,0.0077,0.0078,0.0533
Chrom12,214904298,214954298,107477149,30321,0.007,0.0093,0.0091,0.058
Chrom12,214954299,215004299,107502149.5,35083,0.0073,0.0091,0.0095,0.0759
Chrom12,215004300,215054300,107527150,37861,0.0054,0.008,0.0079,0.0841
Chrom12,215054301,215104301,107552150.5,36300,0.007,0.0084,0.0088,0.0674
Chrom12,215104302,215154302,107577151,35289,0.0068,0.007,0.0074,0.0373
Chrom12,215154303,215204303,107602151.5,30683,0.0071,0.0081,0.0083,0.0487
Chrom12,215204304,215254304,107627152,35726,0.004,0.0045,0.0047,0.0474
Chrom12,215254305,215304305,107652152.5,34174,0.0072,0.0087,0.0087,0.0461
Chrom12,215304306,215354306,107677153,39163,0.0057,0.0075,0.0073,0.0471
Chrom12,215354307,215404307,107702153.5,39034,0.0055,0.008,0.0081,0.0946
Chrom12,215404308,215454308,107727154,39336,0.0057,0.007,0.0072,0.0612
Chrom12,215454309,215504309,107752154.5,37004,0.006,0.0081,0.0089,0.1188
Chrom12,215504310,215554310,107777155,34201,0.0043,0.0076,0.0074,0.111
Chrom12,215554311,215604311,107802155.5,37206,0.0066,0.0087,0.0084,0.0486
Chrom12,215604312,215654312,107827156,38583,0.0062,0.0079,0.008,0.0618
Chrom12,215654313,215704313,107852156.5,40096,0.0052,0.0063,0.0064,0.0593
Chrom12,215704314,215754314,107877157,33037,0.0062,0.0084,0.0083,0.0686
Chrom12,215754315,215804315,107902157.5,38233,0.0074,0.0103,0.011,0.1113
Chrom12,215804316,215854316,107927158,35930,0.0064,0.0093,0.0094,0.096
Chrom12,215854317,215904317,107952158.5,33109,0.0061,0.0082,0.0089,0.1123
Chrom12,215904318,215954318,107977159,31193,0.0055,0.009,0.0084,0.0759
Chrom12,215954319,216004319,108002159.5,37676,0.0078,0.0097,0.0095,0.0436
Chrom12,216004320,216054320,108027160,33594,0.0064,0.0078,0.0077,0.0405
Chrom12,216054321,216104321,108052160.5,35080,0.0064,0.008,0.0088,0.1003
Chrom12,216104322,216154322,108077161,33033,0.0043,0.0067,0.0067,0.1047
Chrom12,216154323,216204323,108102161.5,34421,0.0062,0.0081,0.0089,0.1076
Chrom12,216204324,216254324,108127162,35040,0.0056,0.0074,0.0073,0.0592
Chrom12,216254325,216304325,108152162.5,35415,0.0061,0.0089,0.0085,0.0624
Chrom12,216304326,216354326,108177163,38823,0.0059,0.0079,0.0083,0.0958
Chrom12,216354327,216404327,108202163.5,37706,0.0062,0.0084,0.0083,0.0623
Chrom12,216404328,216454328,108227164,39186,0.0052,0.0072,0.0068,0.0472
Chrom12,216454329,216504329,108252164.5,37548,0.004,0.0061,0.0058,0.0743
Chrom12,216504330,216554330,108277165,34765,0.0057,0.0069,0.007,0.0538
Chrom12,216554331,216604331,108302165.5,38691,0.0065,0.0079,0.0082,0.0677
Chrom12,216604332,216654332,108327166,35916,0.007,0.0082,0.0085,0.0605
Chrom12,216654333,216704333,108352166.5,32961,0.0072,0.0095,0.0091,0.0435
Chrom12,216704334,216754334,108377167,34907,0.0072,0.0083,0.0089,0.0671
Chrom12,216754335,216804335,108402167.5,37013,0.0047,0.0072,0.0075,0.1183
Chrom12,216804336,216854336,108427168,34714,0.0056,0.0072,0.0073,0.0672
Chrom12,216854337,216904337,108452168.5,38896,0.0063,0.0078,0.008,0.0679
Chrom12,216904338,216954338,108477169,36844,0.007,0.0083,0.0087,0.0687
Chrom12,216954339,217004339,108502169.5,36292,0.0053,0.0065,0.0068,0.0674
Chrom12,217004340,217054340,108527170,39399,0.0045,0.0064,0.0067,0.107
Chrom12,217054341,217104341,108552170.5,41828,0.0042,0.0056,0.0055,0.0546
Chrom12,217104342,217154342,108577171,41564,0.0036,0.0064,0.0065,0.1371
Chrom12,217154343,217204343,108602171.5,38580,0.0055,0.0074,0.0074,0.0715
Chrom12,217204344,217254344,108627172,36738,0.0054,0.0083,0.008,0.0802
Chrom12,217254345,217304345,108652172.5,36279,0.008,0.0108,0.0105,0.0563
Chrom12,217304346,217354346,108677173,28514,0.0061,0.0085,0.0084,0.0751
Chrom12,217354347,217404347,108702173.5,36089,0.0051,0.0095,0.0088,0.0945
Chrom12,217404348,217454348,108727174,32114,0.0087,0.0095,0.0104,0.0655
Chrom12,217454349,217504349,108752174.5,32214,0.0072,0.0083,0.0087,0.061
Chrom12,217504350,217554350,108777175,35387,0.0058,0.0079,0.0077,0.0584
Chrom12,217554351,217604351,108802175.5,35891,0.0067,0.0091,0.0088,0.0556
Chrom12,217604352,217654352,108827176,30872,0.0069,0.0099,0.0097,0.0747
Chrom12,217654353,217704353,108852176.5,38977,0.0063,0.0069,0.0072,0.0439
Chrom12,217704354,217754354,108877177,38570,0.0054,0.007,0.0069,0.0571
Chrom12,217754355,217804355,108902177.5,38389,0.0039,0.0067,0.0076,0.1802
Chrom12,217804356,217854356,108927178,36681,0.0073,0.01,0.0098,0.0649
Chrom12,217854357,217904357,108952178.5,35125,0.0062,0.0095,0.0092,0.0783
Chrom12,217904358,217954358,108977179,37681,0.0062,0.0084,0.0089,0.102
Chrom12,217954359,218004359,109002179.5,36519,0.0058,0.0071,0.0075,0.0782
Chrom12,218004360,218054360,109027180,33173,0.0056,0.0088,0.0089,0.1086
Chrom12,218054361,218104361,109052180.5,37149,0.0073,0.0086,0.0086,0.0421
Chrom12,218104362,218154362,109077181,31160,0.0079,0.0094,0.0098,0.0671
Chrom12,218154363,218204363,109102181.5,32741,0.0063,0.0087,0.0089,0.0921
Chrom12,218204364,218254364,109127182,35221,0.0071,0.0091,0.0091,0.0609
Chrom12,218254365,218304365,109152182.5,33738,0.0055,0.0088,0.0083,0.0797
Chrom12,218304366,218354366,109177183,35581,0.0064,0.0091,0.0095,0.1054
Chrom12,218354367,218404367,109202183.5,33311,0.0061,0.0084,0.0082,0.0666
Chrom12,218404368,218454368,109227184,35137,0.0067,0.0093,0.0088,0.0509
Chrom12,218454369,218504369,109252184.5,39152,0.0067,0.0085,0.0084,0.0528
Chrom12,218504370,218554370,109277185,41016,0.0061,0.0078,0.0079,0.0676
Chrom12,218554371,218604371,109302185.5,38833,0.0049,0.0069,0.0066,0.0592
Chrom12,218604372,218654372,109327186,38530,0.0047,0.0064,0.0064,0.0725
Chrom12,218654373,218704373,109352186.5,40149,0.006,0.0066,0.0069,0.0474
Chrom12,218704374,218754374,109377187,33816,0.0101,0.011,0.0111,0.0265
Chrom12,218754375,218804375,109402187.5,25208,0.014,0.0142,0.014,-0.0029
Chrom12,218804376,218854376,109427188,40356,0.0036,0.0034,0.0037,0.0364
Chrom12,218854377,218904377,109452188.5,39058,0.0036,0.0043,0.0046,0.0715
Chrom12,218904378,218954378,109477189,39551,0.0068,0.0073,0.0077,0.0484
Chrom12,218954379,219004379,109502189.5,39285,0.0062,0.0078,0.0078,0.0553
Chrom12,219004380,219054380,109527190,40789,0.0057,0.0074,0.0077,0.0854
Chrom12,219054381,219104381,109552190.5,38581,0.0054,0.0071,0.0071,0.0668
Chrom12,219104382,219154382,109577191,36665,0.0064,0.0078,0.0075,0.0265
Chrom12,219154383,219204383,109602191.5,30590,0.0069,0.0078,0.0079,0.0372
Chrom12,219204384,219254384,109627192,12057,0.0058,0.0091,0.0091,0.1002
Chrom12,219254385,219304385,109652192.5,31986,0.0056,0.0075,0.0079,0.0945
Chrom12,219304386,219354386,109677193,36053,0.0069,0.0105,0.0106,0.1002
Chrom12,219354387,219404387,109702193.5,38256,0.0076,0.009,0.0092,0.0528
Chrom12,219404388,219454388,109727194,38236,0.0066,0.0087,0.0085,0.0534
Chrom12,219454389,219504389,109752194.5,30015,0.0057,0.0066,0.0069,0.0561
Chrom12,219504390,219554390,109777195,34459,0.0076,0.0096,0.01,0.0775
Chrom12,219554391,219604391,109802195.5,32861,0.0071,0.007,0.0074,0.0263
Chrom12,219604392,219654392,109827196,35574,0.0047,0.0073,0.0071,0.0904
Chrom12,219654393,219704393,109852196.5,38595,0.0054,0.007,0.0068,0.0519
Chrom12,219704394,219754394,109877197,38014,0.006,0.0077,0.0077,0.0582
Chrom12,219754395,219804395,109902197.5,42452,0.0042,0.0059,0.0059,0.0773
Chrom12,219804396,219854396,109927198,36510,0.0043,0.0059,0.0062,0.098
Chrom12,219854397,219904397,109952198.5,32120,0.0048,0.0075,0.007,0.0648
Chrom12,219904398,219954398,109977199,37352,0.0039,0.0058,0.0059,0.1046
Chrom12,219954399,220004399,110002199.5,36137,0.0042,0.0067,0.0065,0.0891
Chrom12,220004400,220054400,110027200,42289,0.004,0.0047,0.005,0.0672
Chrom12,220054401,220104401,110052200.5,39028,0.0039,0.0059,0.0061,0.1113
Chrom12,220104402,220154402,110077201,35305,0.0034,0.0058,0.0066,0.1824
Chrom12,220154403,220204403,110102201.5,40176,0.0051,0.007,0.0069,0.0655
Chrom12,220204404,220254404,110127202,40217,0.0044,0.0069,0.0066,0.0803
Chrom12,220254405,220304405,110152202.5,38345,0.005,0.0064,0.0066,0.0748
Chrom12,220304406,220354406,110177203,38067,0.0071,0.0087,0.0084,0.0356
Chrom12,220354407,220404407,110202203.5,36039,0.0055,0.0075,0.0075,0.0787
Chrom12,220404408,220454408,110227204,38200,0.0054,0.0079,0.008,0.0975
Chrom12,220454409,220504409,110252204.5,36610,0.0065,0.0072,0.0077,0.059
Chrom12,220504410,220554410,110277205,39562,0.0047,0.0077,0.0076,0.107
Chrom12,220554411,220604411,110302205.5,35463,0.0047,0.0081,0.0079,0.1047
Chrom12,220604412,220654412,110327206,36485,0.0051,0.0077,0.0072,0.0622
Chrom12,220654413,220704413,110352206.5,42110,0.004,0.0056,0.006,0.1155
Chrom12,220704414,220754414,110377207,38884,0.006,0.0082,0.0083,0.0825
Chrom12,220754415,220804415,110402207.5,39643,0.004,0.0074,0.0074,0.1349
Chrom12,220804416,220854416,110427208,41860,0.0027,0.0052,0.0048,0.1036
Chrom12,220854417,220904417,110452208.5,40769,0.0046,0.0067,0.0067,0.0906
Chrom12,220904418,220954418,110477209,38390,0.0039,0.0063,0.006,0.0781
Chrom12,220954419,221004419,110502209.5,37484,0.0046,0.0061,0.0059,0.0544
Chrom12,221004420,221054420,110527210,36479,0.0048,0.007,0.007,0.0862
Chrom12,221054421,221104421,110552210.5,39024,0.0048,0.0078,0.0079,0.1183
Chrom12,221104422,221154422,110577211,33709,0.0063,0.0074,0.0074,0.038
Chrom12,221154423,221204423,110602211.5,35440,0.0046,0.0064,0.0063,0.0668
Chrom12,221204424,221254424,110627212,39905,0.0076,0.0098,0.0098,0.061
Chrom12,221254425,221304425,110652212.5,40312,0.0056,0.0071,0.007,0.0491
Chrom12,221304426,221354426,110677213,40172,0.0069,0.0083,0.0083,0.0445
Chrom12,221354427,221404427,110702213.5,36410,0.0074,0.0089,0.009,0.0526
Chrom12,221404428,221454428,110727214,34679,0.0049,0.0063,0.0069,0.1079
Chrom12,221454429,221504429,110752214.5,40941,0.0052,0.0073,0.0073,0.0851
Chrom12,221504430,221554430,110777215,37400,0.004,0.0057,0.0059,0.1013
Chrom12,221554431,221604431,110802215.5,38241,0.0028,0.006,0.0058,0.1393
Chrom12,221604432,221654432,110827216,42089,0.0035,0.0048,0.0047,0.065
Chrom12,221654433,221704433,110852216.5,41114,0.0041,0.0065,0.0059,0.0619
Chrom12,221704434,221754434,110877217,40372,0.0039,0.0055,0.0055,0.0834
Chrom12,221754435,221804435,110902217.5,40955,0.0043,0.0062,0.006,0.0747
Chrom12,221804436,221854436,110927218,38823,0.0053,0.0077,0.0071,0.048
Chrom12,221854437,221904437,110952218.5,38782,0.0064,0.0078,0.0078,0.0472
Chrom12,221904438,221954438,110977219,38635,0.0053,0.0077,0.0075,0.0726
Chrom12,221954439,222004439,111002219.5,36701,0.0044,0.0052,0.0054,0.0571
Chrom12,222004440,222054440,111027220,38643,0.0055,0.0065,0.0066,0.0467
Chrom12,222054441,222104441,111052220.5,30456,0.0052,0.0091,0.0087,0.0987
Chrom12,222104442,222154442,111077221,38927,0.0041,0.006,0.0059,0.0809
Chrom12,222154443,222204443,111102221.5,34527,0.01,0.0112,0.0116,0.0445
Chrom12,222204444,222254444,111127222,33945,0.0168,0.0165,0.0179,0.0368
Chrom12,222254445,222304445,111152222.5,34255,0.0059,0.008,0.008,0.0731
Chrom12,222304446,222354446,111177223,34063,0.0071,0.0098,0.0096,0.0661
Chrom12,222354447,222404447,111202223.5,37880,0.005,0.0071,0.0069,0.0667
Chrom12,222404448,222454448,111227224,37967,0.0037,0.0064,0.0064,0.1284
Chrom12,222454449,222504449,111252224.5,24809,0.0065,0.0081,0.0081,0.0534
Chrom12,222504450,222554450,111277225,39268,0.0052,0.0069,0.0069,0.0644
Chrom12,222554451,222604451,111302225.5,38729,0.0063,0.0082,0.0081,0.057
Chrom12,222604452,222654452,111327226,41051,0.0055,0.0064,0.0061,0.02
Chrom12,222654453,222704453,111352226.5,37059,0.0067,0.0078,0.0081,0.0553
Chrom12,222704454,222754454,111377227,37728,0.0055,0.008,0.008,0.0836
Chrom12,222754455,222804455,111402227.5,38771,0.0064,0.0077,0.0079,0.061
Chrom12,222804456,222854456,111427228,36147,0.0069,0.0081,0.0079,0.03
Chrom12,222854457,222904457,111452228.5,35132,0.0061,0.0087,0.0083,0.0577
Chrom12,222904458,222954458,111477229,32097,0.0058,0.0068,0.0071,0.0643
Chrom12,222954459,223004459,111502229.5,33520,0.0072,0.0091,0.0096,0.0825
Chrom12,223004460,223054460,111527230,34251,0.0089,0.0105,0.0107,0.0503
Chrom12,223054461,223104461,111552230.5,38187,0.0066,0.0082,0.0087,0.0821
Chrom12,223104462,223154462,111577231,32875,0.0051,0.007,0.007,0.0718
Chrom12,223154463,223204463,111602231.5,36877,0.0045,0.0071,0.0082,0.1732
Chrom12,223204464,223254464,111627232,29785,0.0062,0.007,0.0089,0.1484
Chrom12,223254465,223304465,111652232.5,36848,0.0069,0.0081,0.0088,0.0811
Chrom12,223304466,223354466,111677233,39524,0.0063,0.0075,0.0078,0.0591
Chrom12,223354467,223404467,111702233.5,33887,0.0036,0.0052,0.0048,0.0511
Chrom12,223404468,223454468,111727234,37322,0.0052,0.0088,0.0085,0.0987
Chrom12,223454469,223504469,111752234.5,35297,0.0079,0.0088,0.0095,0.0641
Chrom12,223504470,223554470,111777235,34256,0.0068,0.0091,0.0093,0.0791
Chrom12,223554471,223604471,111802235.5,35301,0.0085,0.0111,0.0108,0.0486
Chrom12,223604472,223654472,111827236,37859,0.0081,0.0091,0.0104,0.0966
Chrom12,223654473,223704473,111852236.5,35382,0.0065,0.0093,0.0092,0.0771
Chrom12,223704474,223754474,111877237,35141,0.0064,0.0075,0.0076,0.0478
Chrom12,223754475,223804475,111902237.5,32161,0.0075,0.0084,0.0087,0.0468
Chrom12,223804476,223854476,111927238,31012,0.0069,0.0105,0.0108,0.1094
Chrom12,223854477,223904477,111952238.5,37365,0.0043,0.0067,0.0067,0.0982
Chrom12,223904478,223954478,111977239,39221,0.0055,0.0063,0.0063,0.0333
Chrom12,223954479,224004479,112002239.5,40180,0.0068,0.0086,0.0085,0.0481
Chrom12,224004480,224054480,112027240,39205,0.0056,0.0078,0.0084,0.1157
Chrom12,224054481,224104481,112052240.5,39038,0.0065,0.0078,0.008,0.0578
Chrom12,224104482,224154482,112077241,36756,0.0068,0.0079,0.0082,0.0563
Chrom12,224154483,224204483,112102241.5,38364,0.006,0.0083,0.0081,0.0644
Chrom12,224204484,224254484,112127242,38508,0.0041,0.0067,0.0065,0.0929
Chrom12,224254485,224304485,112152242.5,31820,0.0053,0.0074,0.0072,0.0663
Chrom12,224304486,224354486,112177243,35568,0.0043,0.0064,0.0069,0.1346
Chrom12,224354487,224404487,112202243.5,37258,0.0087,0.0099,0.0097,0.0233
Chrom12,224404488,224454488,112227244,40900,0.0061,0.0069,0.0068,0.0261
Chrom12,224454489,224504489,112252244.5,38512,0.0067,0.0085,0.0085,0.057
Chrom12,224504490,224554490,112277245,38337,0.0061,0.0083,0.0084,0.0783
Chrom12,224554491,224604491,112302245.5,38684,0.0037,0.0061,0.0056,0.0726
Chrom12,224604492,224654492,112327246,40608,0.0055,0.0066,0.0067,0.0529
Chrom12,224654493,224704493,112352246.5,35238,0.0062,0.0076,0.0076,0.0464
Chrom12,224704494,224754494,112377247,36995,0.0043,0.0053,0.0062,0.1279
Chrom12,224754495,224804495,112402247.5,38435,0.0073,0.009,0.0089,0.0446
Chrom12,224804496,224854496,112427248,37758,0.0068,0.0084,0.0084,0.0497
Chrom12,224854497,224904497,112452248.5,38021,0.0038,0.0068,0.0064,0.1032
Chrom12,224904498,224954498,112477249,42210,0.0049,0.0056,0.0059,0.0611
Chrom12,224954499,225004499,112502249.5,38062,0.0043,0.0051,0.005,0.0262
Chrom12,225004500,225054500,112527250,42687,0.0044,0.0048,0.0052,0.0629
Chrom12,225054501,225104501,112552250.5,31001,0.0089,0.0106,0.0107,0.0476
Chrom12,225104502,225154502,112577251,38561,0.0053,0.007,0.0071,0.0699
Chrom12,225154503,225204503,112602251.5,40318,0.004,0.0049,0.005,0.0539
Chrom12,225204504,225254504,112627252,36422,0.0053,0.0064,0.0063,0.044
Chrom12,225254505,225304505,112652252.5,35895,0.0026,0.0035,0.0033,0.0502
Chrom12,225304506,225354506,112677253,40165,0.0025,0.0035,0.0038,0.1222
Chrom12,225354507,225404507,112702253.5,39250,0.0025,0.0045,0.0041,0.0875
Chrom12,225404508,225454508,112727254,40503,0.0055,0.0063,0.0066,0.0579
Chrom12,225454509,225504509,112752254.5,36016,0.0047,0.007,0.0068,0.0802
Chrom12,225504510,225554510,112777255,39058,0.0049,0.0066,0.0065,0.0564
Chrom12,225554511,225604511,112802255.5,34606,0.0037,0.0062,0.006,0.1035
Chrom12,225604512,225654512,112827256,36496,0.0078,0.0097,0.0103,0.0825
Chrom12,225654513,225704513,112852256.5,34173,0.0084,0.0104,0.0102,0.0417
Chrom12,225704514,225754514,112877257,29576,0.0051,0.0059,0.0063,0.0731
Chrom12,225754515,225804515,112902257.5,16862,0.0062,0.0073,0.0073,0.0401
add,225804516,225854516,112927258,NA,NA,NA,NA,NA
add,225854517,225904517,112952258.5,NA,NA,NA,NA,NA
add,225904518,225954518,112977259,NA,NA,NA,NA,NA
add,225954519,226004519,113002259.5,NA,NA,NA,NA,NA
add,226004520,226054520,113027260,NA,NA,NA,NA,NA
add,226054521,226104521,113052260.5,NA,NA,NA,NA,NA
add,226104522,226154522,113077261,NA,NA,NA,NA,NA
add,226154523,226204523,113102261.5,NA,NA,NA,NA,NA
add,226204524,226254524,113127262,NA,NA,NA,NA,NA
add,226254525,226304525,113152262.5,NA,NA,NA,NA,NA
add,226304526,226354526,113177263,NA,NA,NA,NA,NA
add,226354527,226404527,113202263.5,NA,NA,NA,NA,NA
add,226404528,226454528,113227264,NA,NA,NA,NA,NA
add,226454529,226504529,113252264.5,NA,NA,NA,NA,NA
add,226504530,226554530,113277265,NA,NA,NA,NA,NA
add,226554531,226604531,113302265.5,NA,NA,NA,NA,NA
add,226604532,226654532,113327266,NA,NA,NA,NA,NA
add,226654533,226704533,113352266.5,NA,NA,NA,NA,NA
add,226704534,226754534,113377267,NA,NA,NA,NA,NA
add,226754535,226804535,113402267.5,NA,NA,NA,NA,NA
add,226804536,226854536,113427268,NA,NA,NA,NA,NA
add,226854537,226904537,113452268.5,NA,NA,NA,NA,NA
add,226904538,226954538,113477269,NA,NA,NA,NA,NA
add,226954539,227004539,113502269.5,NA,NA,NA,NA,NA
add,227004540,227054540,113527270,NA,NA,NA,NA,NA
add,227054541,227104541,113552270.5,NA,NA,NA,NA,NA
add,227104542,227154542,113577271,NA,NA,NA,NA,NA
add,227154543,227204543,113602271.5,NA,NA,NA,NA,NA
add,227204544,227254544,113627272,NA,NA,NA,NA,NA
add,227254545,227304545,113652272.5,NA,NA,NA,NA,NA
add,227304546,227354546,113677273,NA,NA,NA,NA,NA
add,227354547,227404547,113702273.5,NA,NA,NA,NA,NA
add,227404548,227454548,113727274,NA,NA,NA,NA,NA
add,227454549,227504549,113752274.5,NA,NA,NA,NA,NA
add,227504550,227554550,113777275,NA,NA,NA,NA,NA
add,227554551,227604551,113802275.5,NA,NA,NA,NA,NA
